Vector 1,Vector 2
0.0,3.0359902414784363
0.10101010101010101,3.0359855221751872
0.20202020202020202,3.0359525098573132
0.30303030303030304,3.0358630254361754
0.40404040404040403,3.035689117216362
0.5050505050505051,3.0354031734473037
0.6060606060606061,3.034978033506041
0.7070707070707071,3.034387097263475
0.8080808080808081,3.033604432193696
0.9090909090909091,3.03260487779511
1.0101010101010102,3.031364146902902
1.1111111111111112,3.0298589234848716
1.2121212121212122,3.0280669565268754
1.3131313131313131,3.025967149629796
1.4141414141414141,3.0235396459572974
1.5151515151515151,3.020765908192309
1.6161616161616161,3.017628793180245
1.7171717171717171,3.0141126209584366
1.8181818181818181,3.0102032378938204
1.9191919191919191,3.0058880736746136
2.0202020202020203,3.001156191926521
2.121212121212121,2.9959983342496646
2.2222222222222223,2.99040695749888
2.323232323232323,2.9843762641573117
2.4242424242424243,2.977902225680957
2.525252525252525,2.970982598720194
2.6262626262626263,2.963616934152965
2.727272727272727,2.95580657889322
2.8282828282828283,2.947554670467387
2.929292929292929,2.938866124380643
3.0303030303030303,2.929747614323915
3.131313131313131,2.9202075453012903
3.2323232323232323,2.9102560197860234
3.3333333333333335,2.899904797041444
3.4343434343434343,2.8891672457705444
3.5353535353535355,2.8780582902849576
3.6363636363636362,2.8665943504099944
3.7373737373737375,2.854793275367806
3.8383838383838382,2.842674271904885
3.9393939393939394,2.830257826953252
4.040404040404041,2.817565625136832
4.141414141414141,2.804620461455115
4.242424242424242,2.7914461494957337
4.343434343434343,2.778067425545572
4.444444444444445,2.7645098489864424
4.545454545454545,2.7507996993764943
4.646464646464646,2.7369638706317048
4.747474747474747,2.7230297627335665
4.848484848484849,2.709025171399034
4.94949494949495,2.6949781761569898
5.05050505050505,2.6809170272818768
5.151515151515151,2.6668700320398324
5.252525252525253,2.6528654407053005
5.353535353535354,2.6389313328071595
5.454545454545454,2.625095504062369
5.555555555555555,2.6113853544524233
5.656565656565657,2.597827777893294
5.757575757575758,2.584449053943129
5.858585858585858,2.5712747419837516
5.959595959595959,2.5583295783020303
6.0606060606060606,2.5456373764856135
6.161616161616162,2.5332209315339815
6.262626262626262,2.5211019280710594
6.363636363636363,2.509300853028871
6.4646464646464645,2.4978369131539058
6.565656565656566,2.4867279576683194
6.666666666666667,2.4759904063974205
6.767676767676767,2.4656391836528426
6.8686868686868685,2.455687658137575
6.96969696969697,2.44614758911495
7.070707070707071,2.437029079058224
7.171717171717171,2.4283405329714753
7.2727272727272725,2.4200886245456448
7.373737373737374,2.412278269285902
7.474747474747475,2.4049126047186715
7.575757575757575,2.3979929777579088
7.6767676767676765,2.391518939281554
7.777777777777778,2.385488245939985
7.878787878787879,2.3798968691891997
7.979797979797979,2.374739011512344
8.080808080808081,2.37000712976425
8.181818181818182,2.3656919655450444
8.282828282828282,2.3617825824804286
8.383838383838384,2.358266410258621
8.484848484848484,2.3551292952465546
8.585858585858587,2.3523555574815656
8.686868686868687,2.3499280538090703
8.787878787878787,2.347828246911989
8.88888888888889,2.346036279953992
8.98989898989899,2.344531056535966
9.09090909090909,2.3432903256437543
9.191919191919192,2.342290771245168
9.292929292929292,2.3415081061753913
9.393939393939394,2.340917169932825
9.494949494949495,2.340492029991561
9.595959595959595,2.340206086222501
9.696969696969697,2.3400321780026894
9.797979797979798,2.339942693581553
9.8989898989899,2.3399096812636793
10.0,2.339904961960427
